22570,21963,607,97.31058927780239,2.689410722197607
22571,22270,301,98.66643037526029,1.3335696247397104
22566,22217,349,98.45342550740051,1.5465744925994858
22568,22538,30,99.86706841545552,0.13293158454448778
22573,22544,29,99.8715279315997,0.12847206840030126
22571,22529,42,99.81392051747818,0.18607948252182005
22570,22539,31,99.86264953478067,0.13735046521931768
22574,22455,119,99.47284486577477,0.5271551342252148
22573,22032,541,97.60333141363577,2.3966685863642407
22573,22309,264,98.83046117042485,1.1695388295751563
22570,22530,40,99.8227735932654,0.17722640673460344
22571,22342,229,98.98542377386913,1.014576226130876
22566,22484,82,99.63662146592218,0.3633785340778162
22568,22417,151,99.33091102445943,0.6690889755405885
