22570,22395,175,99.2246344705361,0.77536552946389
22571,22487,84,99.62784103495636,0.3721589650436401
22566,22536,30,99.86705663387396,0.1329433661260303
22568,22545,23,99.89808578518257,0.10191421481744063
22573,22530,43,99.80950693306163,0.19049306693837773
22571,22481,90,99.60125825173897,0.39874174826104297
22570,22517,53,99.76517501107665,0.23482498892334958
22574,22472,102,99.54815274209267,0.451847257907327
22573,22543,30,99.86709786027556,0.1329021397244496
22573,22536,37,99.83608736100652,0.16391263899348782
