22574,21585,989,95.61885354832992,4.3811464516700624
22574,15337,7237,67.9409940639674,32.0590059360326
22574,9820,12754,43.501373261274026,56.49862673872596
22574,9665,12909,42.814742624257995,57.185257375742
22574,21344,1230,94.55125365464693,5.448746345353061
22575,15608,6967,69.13842746400886,30.86157253599114
22575,9619,12956,42.60908084163898,57.390919158361015
22575,21558,1017,95.49501661129568,4.504983388704319
22575,19921,2654,88.2436323366556,11.756367663344408
22575,9779,12796,43.31782945736434,56.68217054263565
