22571,22527,44,99.80505958973905,0.19494041026095432
22571,22490,81,99.64113242656506,0.35886757343493864
22571,22528,43,99.80949005360861,0.19050994639138719
22571,22531,40,99.82278144521732,0.17721855478268575
22571,22530,41,99.81835098134775,0.1816490186522529
22571,22530,41,99.81835098134775,0.1816490186522529
22571,22538,33,99.85379469230429,0.14620530769571574
22571,22476,95,99.57910593239113,0.42089406760887865
22571,22485,86,99.61898010721723,0.38101989278277437
22572,22539,33,99.85380116959065,0.14619883040935672
