22574,22539,35,99.8449543722867,0.15504562771329847
22574,22549,25,99.88925312306192,0.11074687693807034
22574,22534,40,99.82280499689908,0.17719500310091255
22574,22546,28,99.87596349782935,0.12403650217063877
22574,22209,365,98.38309559670417,1.6169044032958269
22575,22546,29,99.87153931339978,0.12846068660022147
22575,22527,48,99.78737541528238,0.21262458471760798
22575,22528,47,99.79180509413067,0.20819490586932446
22575,22405,170,99.2469545957918,0.7530454042081949
22575,22540,35,99.84496124031007,0.15503875968992248
