22571,21459,1112,95.07332417704134,4.926675822958664
22571,21624,947,95.80435071551992,4.195649284480085
22571,21628,943,95.82207257099819,4.177927429001817
22571,21599,972,95.69358911878074,4.306410881219264
22571,21451,1120,95.0378804660848,4.962119533915201
22571,21875,696,96.91639714678128,3.083602853218732
22571,21603,968,95.711310974259,4.288689025740996
22571,21511,1060,95.30370829825883,4.696291701741172
22571,21690,881,96.09676133091135,3.903238669088654
22572,21694,878,96.11022505759348,3.8897749424065213
