22574,22540,34,99.84938424736421,0.15061575263577565
22574,22549,25,99.88925312306192,0.11074687693807034
22574,22534,40,99.82280499689908,0.17719500310091255
22574,22546,28,99.87596349782935,0.12403650217063877
22574,22549,25,99.88925312306192,0.11074687693807034
22575,22548,27,99.88039867109634,0.11960132890365448
22575,22539,36,99.84053156146179,0.15946843853820597
22575,22547,28,99.87596899224806,0.12403100775193798
22575,22537,38,99.83167220376522,0.16832779623477298
22575,22540,35,99.84496124031007,0.15503875968992248
